,RM355 ZN14 ZN-T,KIT-OFF ZN10 ZN-T,GUIDANCE ZN11 ZN-T,PRINCIPAL ZN11 ZN-T,RM260B ZN11 ZN-T,RM375 ZN14 ZN-T,RM375-02 ZN-T,RM377-01 ZN18 ZN-T,RM361 ZN20 ZN-T,RM116 ZN06 ZN-T,RM138 ZN09 ZN-T,RM260 ZN11 ZN-T,RM303 ZN14 ZN-T,RM305 ZN14 ZN-T,RM307 ZN14 ZN-T,RM309 ZN-T,RM310 ZN09 ZN-T,RM311 ZN14 ZN-T,RM313 ZN14 ZN-T,RM335 ZN18 ZN-T,RM337 ZN18 ZN-T,RM339 ZN18 ZN-T,RM343 ZN18 ZN-T,RM349 ZN20 ZN-T,RM353 ZN-T,RM373 ZN14 ZN-T,RM379 ZN18 ZN-T,RM137 ZN09 ZN-T,RM139 ZN09 ZN-T,RM201 ZN19 ZN-T,RM203 ZN19 ZN-T,RM205 ZN19 ZN-T,RM207 ZN19 ZN-T,RM211 ZN19 ZN-T,RM215 ZN-T,RM222 ZN-T,RM224 ZN-T,RM225 ZN-T,RM226 ZN-T,RM227 ZN-T,RM228 ZN-T,RM230 ZN-T,RM232 ZN-T,RM237 ZN-T,RM241 ZN-T,RM243 ZN-T,RM245 ZN-T,RM247 ZN-T,RM249 ZN-T,RM251 ZN-T,RM253 ZN-T,RM255B ZN-T,RM364A ZN02 ZN-T,RM364B ZN02 ZN-T,RM267 ZN-T,RM271 ZN-T,RM273 ZN-T,RM301 ZN20 ZN-T,RM320 ZN22 ZN-T,RM323 ZN22 ZN-T,RM325 ZN22 ZN-T,RM326 ZN22 ZN-T,RM328 ZN22 ZN-T,RM345 ZN18 ZN-T,RM347 ZN20 ZN-T,RM351 ZN18 ZN-T,RM357 ZN20 ZN-T,RM359- ZN20 ZN-T,RM365 ZN20 ZN-T,RM367 ZN20 ZN-T,RM369 ZN20 ZN-T,RM370 ZN20 ZN-T,RM377 ZN14 ZN-T,RM381 ZN18 ZN-T,Cafe UV08 ZN08 ZN-T,Cafe UV01 ZN08 ZN-T,Cafe UV14 ZN08 ZN-T,Cafe UV02 ZN08ZN-T,FieldHouse-NE ZN1 ZN-T,FieldHouse-NW ZN1 ZN-T,FieldHouse-SE ZN1 ZN-T,FieldHouse-SW ZN1 ZN-T
2018-12-30 03:00:00,65.51117,70.12924,57.62465,57.96264,66.3725,58.54324,60.17801,62.25391,62.90262,60.01189,57.47931,66.37623,63.88867,62.56525,62.72095,61.6311,64.38322,61.55325,62.72095,57.84262,60.43747,61.44946,61.99442,60.2818,57.21985,58.90652,59.60712,58.69891,56.98633,65.39368,64.27789,63.47348,54.62915,62.63022,59.44714,60.58474,59.22149,59.99749,63.32806,61.85555,59.24867,59.61951,66.17727,59.32862,60.13396,59.7758,60.19718,60.4386,61.89871,61.28013,59.83086,60.27455,63.96649,65.05637,62.24706,63.29312,61.22489,65.70505,56.41544,62.0463,64.38168,65.70505,66.92465,61.55325,60.22989,56.05219,59.60712,61.50137,58.69891,59.01031,60.61911,59.71091,58.69891,61.44946,63.27661,63.07977,63.27661,63.07977,56.25,56.25,61.9375,56.9375
2018-12-30 03:05:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30 03:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.75082,,,,,,,,,,,,,
2018-12-30 03:15:00,65.51117,70.12924,57.62465,57.45691,66.3725,58.59512,60.2818,62.3577,62.85071,60.01189,56.98633,66.37623,63.88867,62.61716,62.66904,61.60516,64.48386,61.55325,62.61716,57.89453,60.43747,61.39758,62.0463,60.33368,57.32364,58.85461,59.55524,58.75082,56.57114,65.34177,64.22598,63.47348,54.78488,62.63022,59.0383,60.17405,59.22149,59.99749,63.32806,61.85555,59.24867,59.61951,66.17727,59.52999,60.13396,59.7758,60.19718,60.4386,61.89871,61.28013,59.83086,59.32684,64.0184,65.05637,62.24706,63.29312,61.22489,65.65317,55.19586,62.202,64.43356,65.80887,66.97656,61.60516,60.22989,56.41544,59.55524,61.50137,,59.06219,60.61911,59.76285,58.69891,61.50137,63.27661,63.07977,63.27661,63.07977,56.25,56.1875,61.84375,56.875
2018-12-30 03:16:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30 03:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.80273,,,,,,,,,,,,,
2018-12-30 03:28:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30 03:30:00,65.51117,70.12924,57.62465,57.45691,66.3725,58.49133,60.22989,62.40958,62.90262,60.01189,57.27176,66.37623,63.83676,62.56525,62.72095,61.55325,64.37949,61.50137,62.66904,57.94641,60.51532,61.44946,62.0463,60.33368,57.27176,58.9584,59.60712,58.75082,56.98633,65.28989,64.22598,63.36969,54.94055,62.63022,61.37378,59.33973,59.22149,59.99749,63.32806,61.85555,59.24867,59.61951,66.17727,59.52999,60.13396,59.7758,60.19718,60.4386,61.89871,60.97691,59.83086,60.97249,63.96649,65.05637,62.24706,63.29312,61.22489,65.65317,57.63501,62.15012,64.53735,65.86078,67.13223,61.55325,60.2818,56.62302,59.55524,61.44946,58.80273,59.01031,60.61911,59.71091,58.69891,61.44946,63.27661,63.07977,63.27661,63.07977,56.09375,56.125,61.78125,56.875
2018-12-30 03:39:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30 03:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.80273,,,,,,,,,,,,,
2018-12-30 03:45:00,65.51117,70.12924,57.62465,57.45691,66.3725,58.59512,60.22989,62.3577,62.90262,60.01189,57.68692,66.37623,63.733,62.56525,62.66904,61.55325,64.06605,61.60516,62.61716,57.89453,60.46344,61.39758,62.0463,60.2818,57.27176,58.90652,59.60712,58.75082,56.72681,65.23798,64.1741,63.36969,55.07031,62.43054,59.85895,59.14049,59.5245,59.99749,63.5261,61.85555,59.24867,59.61951,66.38051,59.52999,60.13396,59.7758,60.19718,60.23257,61.89871,60.97691,59.83086,59.7187,63.96649,65.05637,62.24706,63.29312,61.22489,65.60126,56.00027,62.25391,64.53735,65.96457,67.23602,61.60516,60.22989,56.25974,59.60712,61.50137,,59.01031,60.61911,59.71091,58.69891,61.50137,62.77048,63.07977,62.77048,63.07977,56.09375,56.0625,61.65625,56.8125
2018-12-30 03:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.75082,,,,,,,,,,,,,
2018-12-30 03:51:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30 04:00:00,65.51117,70.12924,57.62465,57.45691,66.3725,58.54324,60.17801,62.15012,62.9545,60.01189,57.06418,66.37623,63.78488,62.56525,62.66904,61.55325,63.75283,61.55325,62.66904,57.89453,60.56723,61.44946,62.09821,60.43747,57.27176,58.80273,59.60712,58.80273,56.93442,65.23798,64.12219,63.42157,55.07031,62.43054,59.23877,60.90734,61.38574,59.99749,63.5261,61.85555,59.24867,59.61951,66.38051,59.52999,60.13396,59.7758,60.19718,60.23257,61.89871,60.97691,59.83086,59.8284,64.0184,65.05637,62.24706,63.29312,61.22489,65.60126,55.76675,62.25391,64.64114,66.01645,67.18414,61.6311,60.17801,56.15594,59.55524,61.50137,58.75082,59.06219,60.61911,59.71091,58.69891,61.44946,62.77048,63.07977,62.77048,63.07977,56.03125,56.0,61.65625,56.75
2018-12-30 04:02:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30 04:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.80273,,,,,,,,,,,,,
2018-12-30 04:14:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30 04:15:00,65.51117,70.12924,57.62465,57.45691,66.3725,58.54324,60.22989,62.25391,62.90262,60.01189,57.53122,66.37623,63.68106,62.56525,62.66904,61.55325,63.45061,61.55325,62.56525,57.89453,60.51532,61.50137,62.15012,60.43747,57.27176,58.80273,59.60712,58.80273,56.62302,65.23798,64.1741,63.36969,55.1741,62.43054,59.29435,59.83947,60.33374,59.99749,63.5261,61.85555,59.24867,59.61951,66.58553,59.52999,60.13396,59.97562,60.19718,60.23257,61.89871,60.97691,59.83086,59.93306,63.96649,65.05637,62.24706,63.29312,61.22489,65.60126,57.16797,62.3577,64.69305,66.12024,67.28793,61.6311,60.22989,56.05219,59.50333,61.44946,,58.9584,60.61911,59.71091,58.69891,61.50137,62.77048,63.07977,62.77048,63.07977,55.96875,55.90625,61.59375,56.75
2018-12-30 04:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.69891,,,,,,,,,,,,,
2018-12-30 04:25:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30 04:30:00,65.51117,70.12924,57.62465,57.45691,66.3725,58.54324,60.22989,62.30579,62.9545,60.01189,56.88254,65.87579,63.68106,62.56525,62.61716,61.50137,63.34888,61.55325,62.56525,57.94641,60.61911,61.55325,62.15012,60.43747,57.27176,58.90652,59.60712,58.80273,56.77875,65.23798,64.07031,63.36969,54.94055,62.43054,61.20929,59.43911,59.92866,59.99749,63.7286,61.85555,59.24867,59.61951,66.58553,59.52999,60.13396,59.97562,60.19718,60.23257,61.89871,60.97691,59.83086,58.99307,63.96649,65.05637,62.24706,63.29312,61.22489,65.65317,57.68692,62.3577,64.745,66.12024,67.44363,61.6311,60.2818,56.05219,59.55524,61.55325,58.75082,59.06219,60.61911,59.65903,58.69891,61.50137,62.77048,63.07977,62.77048,63.07977,55.90625,55.84375,61.5,56.65625
2018-12-30 04:37:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30 04:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.80273,,,,,,,,,,,,,
2018-12-30 04:45:00,65.51117,70.12924,57.62465,57.95715,66.3725,58.59512,60.2818,62.25391,62.85071,60.01189,57.84262,65.87579,63.62915,62.56525,62.61716,61.50137,63.45378,61.50137,62.61716,57.89453,60.56723,61.50137,62.15012,60.43747,57.27176,58.85461,59.60712,58.80273,56.72681,65.23798,64.0184,63.31778,54.78488,62.43054,59.73007,59.46598,59.72581,59.99749,63.7286,61.85555,59.24867,59.61951,66.58553,59.52999,60.13396,59.97562,60.19718,60.23257,61.89871,60.97691,59.83086,61.45334,63.96649,65.05637,62.24706,63.29312,61.22489,65.60126,55.19586,62.25391,64.745,66.22403,67.46957,61.6311,60.22989,56.51923,59.50333,61.44946,,59.06219,60.61911,59.71091,58.69891,61.50137,62.77048,64.09201,62.77048,64.09201,55.84375,55.71875,61.4375,56.53125
2018-12-30 04:48:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30 04:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.80273,,,,,,,,,,,,,
2018-12-30 05:00:00,65.51117,70.12924,57.62465,57.95715,66.3725,58.49133,60.22989,62.30579,62.9545,60.01189,56.57114,65.87579,63.68106,62.51337,62.61716,61.44946,63.86598,61.44946,62.61716,57.89453,60.56723,61.50137,62.25391,60.38559,57.27176,58.80273,59.60712,58.75082,56.72681,65.1861,64.07031,63.36969,54.62915,62.43054,59.31629,60.52759,59.72581,59.99749,63.7286,61.85555,59.24867,59.61951,66.58553,59.72823,60.13396,59.97562,60.19718,60.23257,61.89871,60.97691,59.83086,59.87759,63.94055,65.05637,62.24706,63.29312,61.22489,65.54935,56.88254,62.3577,64.79688,66.27594,67.46957,61.60516,60.22989,56.57114,59.45142,61.50137,58.80273,59.01031,60.56723,59.71091,58.69891,61.55325,63.89517,64.59808,63.89517,64.59808,55.71875,55.65625,61.3125,56.53125
2018-12-30 05:00:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30 05:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.75082,,,,,,,,,,,,,
2018-12-30 05:11:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30 05:15:00,65.51117,70.12924,57.62465,57.95715,66.3725,58.49133,60.17801,62.3577,62.9545,60.01189,58.23184,65.87579,63.68106,62.46149,62.56525,61.50137,64.07764,61.44946,62.61716,57.89453,60.56723,61.50137,62.25391,60.46344,57.27176,58.80273,59.60712,58.85461,56.77875,65.1861,64.0184,63.31778,54.733,62.43054,59.10969,59.69662,59.51961,59.99749,63.7286,61.85555,59.24867,59.61951,66.58553,59.72823,60.13396,59.97562,60.19718,60.23257,61.89871,60.97691,59.83086,58.96826,63.96649,65.05637,62.24706,63.29312,61.22489,65.60126,55.89648,62.40958,64.79688,66.27594,67.52145,61.6311,60.22989,56.10406,59.50333,61.44946,,59.11411,60.61911,59.65903,58.64703,61.60516,64.40131,65.10422,64.40131,65.10422,55.71875,55.65625,61.3125,56.4375
2018-12-30 05:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.75082,,,,,,,,,,,,,
2018-12-30 05:23:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30 05:30:00,65.51117,70.12924,57.62465,57.95715,66.3725,58.54324,60.17801,62.30579,62.9545,60.01189,56.25974,65.87579,63.68106,62.51337,62.56525,61.44946,64.38084,61.50137,62.56525,57.89453,60.51532,61.55325,62.202,60.43747,57.27176,58.80273,59.65903,58.69891,56.67493,65.13419,63.96649,63.2659,54.57727,62.43054,61.44627,59.27015,59.51961,59.99749,63.7286,61.85555,59.24867,59.61951,66.58553,59.72823,60.13396,59.97562,60.19718,60.23257,61.89871,60.97691,59.83086,61.86469,63.96649,65.05637,62.24706,63.29312,61.22489,65.54935,55.50723,62.40958,64.90067,66.30188,67.57336,61.68301,60.2818,56.20786,59.45142,61.50137,58.75082,59.01031,60.56723,59.65903,58.69891,61.55325,64.90738,65.61032,64.90738,65.61032,55.65625,55.53125,61.15625,56.4375
2018-12-30 05:34:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30 05:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.75082,,,,,,,,,,,,,
2018-12-30 05:45:00,65.51117,70.12924,57.62465,57.95715,66.3725,58.49133,60.22989,62.25391,62.9545,60.01189,58.23184,65.87579,63.57727,62.46149,62.56525,61.44946,64.48703,61.44946,62.56525,57.89453,60.56723,61.44946,62.25391,60.43747,57.16797,58.85461,59.60712,58.80273,57.06418,65.1861,63.96649,63.31778,54.78488,62.43054,59.91906,60.6955,59.51961,59.7974,63.92762,61.85555,59.24867,59.61951,66.79124,59.72823,60.13396,59.97562,60.19718,60.23257,61.89871,60.97691,59.83086,60.23375,63.94055,65.05637,62.24706,63.29312,61.22489,65.60126,57.21985,62.46149,64.90067,66.35379,67.62527,61.6311,60.2818,56.25974,59.39954,61.34567,,59.01031,60.51532,59.60712,58.69891,61.55325,65.44162,66.11646,65.44162,66.11646,55.625,55.5,61.03125,56.375
2018-12-30 05:46:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30 05:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.75082,,,,,,,,,,,,,
2018-12-30 05:57:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30 06:00:00,65.51117,70.12924,57.62465,57.95715,66.3725,58.49133,60.1261,62.3577,62.9545,60.01189,56.20786,65.87579,63.57727,62.46149,62.51337,61.44946,64.38372,61.44946,62.56525,57.84262,60.61911,61.55325,62.15012,60.43747,57.16797,58.75082,59.60712,58.75082,56.67493,65.13419,63.96649,63.2659,54.96649,62.43054,59.28295,60.2709,59.51961,59.7974,63.92762,61.85555,59.24867,59.61951,66.79124,59.72823,60.13396,59.97562,60.19718,60.23257,61.89871,60.97691,59.83086,59.29009,63.94055,65.00446,62.24706,63.29312,61.22489,65.54935,56.98633,62.46149,64.90067,66.45755,67.67715,61.6311,60.22989,56.62302,59.32169,61.39758,58.69891,59.01031,60.51532,59.65903,58.64703,61.55325,65.94772,66.62253,65.94772,66.62253,55.5625,55.4375,61.09375,56.3125
2018-12-30 06:09:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30 06:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.64703,,,,,,,,,,,,,
2018-12-30 06:15:00,65.51117,70.12924,57.62465,57.95715,66.3725,58.43942,60.1261,62.46149,62.9545,60.01189,57.99832,65.87579,63.62915,62.40958,62.56525,61.39758,64.07676,61.44946,62.56525,57.89453,60.61911,61.55325,62.25391,60.46344,57.16797,58.69891,59.60712,58.75082,57.16797,65.13419,64.0184,63.2659,55.07031,62.43054,59.64009,59.43779,59.51961,59.7974,63.92762,61.85555,59.24867,59.61951,66.79124,59.72823,60.13396,59.97562,60.19718,60.23257,61.89871,60.97691,59.83086,62.1283,63.94055,65.05637,62.24706,63.29312,61.22489,65.54935,55.40344,62.51337,64.95258,66.50946,67.83286,61.6311,60.22989,56.36353,59.39954,61.44946,,59.01031,60.51532,59.65903,58.75082,61.60516,66.45386,66.62253,66.45386,66.62253,55.5625,55.375,61.03125,56.3125
2018-12-30 06:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.75082,,,,,,,,,,,,,
2018-12-30 06:20:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30 06:30:00,65.51117,70.12924,57.62465,57.45692,66.3725,58.54324,60.17801,62.3577,63.00641,60.01189,56.25974,65.87579,63.57727,62.40958,62.56525,61.39758,63.76059,61.39758,62.56525,57.89453,60.61911,61.50137,62.202,60.51532,57.21985,58.80273,59.60712,58.80273,56.67493,65.10825,63.96649,63.21399,55.1741,62.43054,61.06421,59.23468,59.51961,59.7974,63.92762,61.85555,59.24867,59.61951,66.79124,59.72823,60.13396,59.97562,60.19718,60.23257,61.89871,60.97691,59.83086,60.46814,63.88867,65.05637,62.24706,63.29312,61.22489,65.60126,57.21985,62.46149,64.95258,66.45755,67.83286,61.73492,60.2818,56.15594,59.39954,61.44946,58.69891,59.06219,60.56723,59.65903,58.69891,61.60516,66.45386,67.12866,66.45386,67.12866,55.375,55.3125,61.09375,56.21875
2018-12-30 06:32:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30 06:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.75082,,,,,,,,,,,,,
2018-12-30 06:43:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30 06:45:00,65.51117,70.12924,57.62465,57.45692,66.3725,58.38754,60.17801,62.25391,62.9545,60.01189,57.89453,65.87579,63.52536,62.40958,62.46149,61.44946,63.55174,61.44946,62.46149,57.84262,60.67102,61.50137,62.25391,60.46344,57.16797,58.75082,59.60712,58.80273,57.16797,65.10825,63.96649,63.21399,55.1741,62.43054,59.54618,60.5773,59.31442,59.7974,63.92762,61.85555,59.24867,59.61951,66.79124,59.72823,60.13396,59.97562,60.19718,60.23257,61.89871,60.97691,59.83086,59.53127,63.88867,65.05637,62.24706,63.29312,61.22489,65.49747,56.77875,62.51337,65.00446,66.50946,67.83286,61.68301,60.22989,56.15594,59.34763,61.39758,,59.01031,60.51532,59.60712,58.64703,61.50137,66.95993,67.12866,66.95993,67.12866,55.375,55.1875,60.96875,56.09375
2018-12-30 06:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.69891,,,,,,,,,,,,,
2018-12-30 06:55:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30 07:00:00,65.51117,70.12924,57.62465,57.45692,66.3725,58.49133,60.17801,62.30579,62.9545,60.01189,56.46732,65.87579,63.52536,62.30579,62.46149,61.34567,63.34467,61.34567,62.51337,57.84262,60.61911,61.55325,62.25391,60.51532,57.21985,58.69891,59.55524,58.75082,56.57114,65.00446,63.96649,63.16211,55.07031,62.43054,59.13528,59.9397,59.31442,59.7974,63.92762,61.85555,59.24867,59.61951,66.79124,59.72823,60.13396,59.97562,60.19718,60.23257,61.89871,60.97691,59.83086,60.15647,63.88867,65.00446,62.24706,63.29312,61.22489,65.49747,56.15594,62.51337,64.95258,66.50946,67.83286,61.6311,60.22989,56.15594,59.34763,61.50137,58.69891,59.06219,60.51532,59.65903,58.64703,61.50137,66.95993,67.12866,66.95993,67.12866,55.3125,55.125,61.03125,56.09375
2018-12-30 07:06:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30 07:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.75082,,,,,,,,,,,,,
2018-12-30 07:15:00,65.51117,70.02909,57.62465,57.45692,66.3725,58.43942,60.1261,62.3577,62.90262,60.01189,57.63501,65.87579,63.42157,62.46149,62.3577,61.34567,63.34467,61.34567,62.46149,57.84262,60.56723,61.50137,62.25391,60.51532,57.16797,58.69891,59.55524,58.80273,57.06418,65.00446,63.83676,63.05832,54.733,62.43054,62.11545,59.31248,59.31442,59.59813,63.92762,61.85555,59.24867,59.61951,66.79124,59.72823,60.13396,59.97562,60.19718,60.23257,61.89871,60.97691,59.83086,60.11571,63.88867,64.95258,62.24706,63.29312,61.22489,65.49747,57.73883,62.56525,65.05637,66.61325,67.93665,61.68301,60.22989,56.05219,59.32169,61.44946,,59.01031,60.51532,59.60712,58.54324,61.44946,66.95993,67.63477,66.95993,67.63477,55.3125,55.125,60.90625,56.0
2018-12-30 07:18:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30 07:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.75082,,,,,,,,,,,,,
2018-12-30 07:29:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30 07:30:00,65.51117,70.02909,57.62465,57.45692,66.3725,58.38754,60.07419,62.3577,62.90262,60.01189,56.51923,65.87579,63.42157,62.3577,62.46149,61.34567,63.66033,61.34567,62.46149,57.84262,60.67102,61.50137,62.30579,60.51532,57.16797,58.75082,59.55524,58.75082,56.57114,65.00446,63.94055,63.05832,54.57727,62.22953,59.91895,59.3858,59.31442,59.59813,63.92762,61.85555,59.24867,59.61951,66.99004,59.72823,60.13396,59.97562,60.19718,60.23257,61.89871,60.97691,59.83086,59.17165,63.83676,65.00446,62.24706,63.29312,61.22489,65.49747,55.61102,62.56525,65.00446,66.61325,67.93665,61.68301,60.2818,56.10406,59.39954,61.44946,58.80273,59.01031,60.51532,59.60712,58.59512,61.44946,67.46603,67.63477,67.46603,67.63477,55.25,55.0625,60.90625,55.90625
2018-12-30 07:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.75082,,,,,,,,,,,,,
2018-12-30 07:41:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30 07:45:00,65.51117,70.02909,57.62465,57.45692,66.3725,58.38754,60.1261,62.30579,63.00641,60.01189,57.37552,65.87579,63.47348,62.30579,62.3577,61.24188,63.96783,61.34567,62.46149,57.89453,60.67102,61.55325,62.30579,60.61911,57.16797,58.69891,59.55524,58.80273,56.98633,64.90067,63.78488,63.00641,54.88867,62.22953,59.293,60.72245,59.31442,59.59813,63.92762,61.85555,59.24867,59.61951,66.99004,59.72823,60.13396,59.97562,60.19718,60.23257,61.89871,60.97691,59.83086,60.17817,63.88867,65.00446,62.24706,63.29312,61.22489,65.39368,57.47931,62.61716,65.10825,66.66516,68.04044,61.68301,60.2818,56.36353,59.34763,61.44946,,59.01031,60.51532,59.60712,58.54324,61.44946,67.46603,67.63477,67.46603,67.63477,55.1875,54.71875,60.78125,55.90625
2018-12-30 07:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.69891,,,,,,,,,,,,,
